,微博id,发布者昵称,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,原始图片url,发布时间,发布工具,点赞数,转发数,评论数,发布位置,,
4826,JDc6obJCz,平顶山校花,女,河南,31,41121,【斩获16国5亿剂订单，#中国新冠疫苗出海# 能打破国际疫苗市场格局吗？】到1月3日，根据新华社报道，中国疫苗已斩获了超16国的订单，总数逾5亿。所有这些数据的背后，是中国疫苗厂商第一次大规模地在万里之外又文化迥异的国家实施临床试验的波折经历。纵观国际疫苗市场，生产效率高、成本低的新型疫苗以及发达国家市场被几大跨国药企牢牢把持，而发展中国家的市场则长期以来被印度占领着。新冠疫苗，会成为中国疫苗企业打破既有国际疫苗市场格局的机会吗？斩获16国5亿剂订单，中国新冠疫苗出海，能打破国际疫苗市场格局吗？ ,无,2021/1/14 23:35,微博 weibo.com,1,1,0,无,"疫苗,市场,国际,中国,打破",
4827,JDcTXDC68,久阳闪户,男,广东,495,5009,【约旦首相接种中国新冠疫苗】1月9日，约旦食品药品监督管理局（JFDA）宣布授权紧急使用国药集团中国生物新冠疫苗。随后，约旦卫生部宣布，将于本月13日启动新冠疫苗全国接种计划。1月10日，约旦卫生大臣纳齐尔·奥贝达特公开表示，约旦首相贝希尔·哈苏奈和多名大臣都已接种了中国生物的新冠灭活疫苗。【康希诺疫苗在俄三期试验中92.5%志愿者显示出高水平抗体】1月14日，俄罗斯药企Petrovax公司在接受国际文传电讯社采访时表示，中国康希诺生物的重组新冠疫苗（Ad5-nCov）在俄进行的三期临床试验中期结果显示，有92.5%的俄罗斯志愿者显示出了较高的抗体水平，并且没有产生严重副作用。 ,无,2021/1/15 1:37,新版微博 weibo.com,1,0,1,无,"新冠,疫苗,中国,生物,接种",
4828,JDeS9tcK0,微天下,男,北京,1177,27351635,【#土耳其总统接种中国新冠疫苗#】据土耳其媒体14日报道，土耳其总统埃尔多安当天在安卡拉的一家医院接种了中国科兴生物新冠疫苗。这是继13日印度尼西亚总统佐科接种中国疫苗后，又一位国家元首接种中国疫苗。此前，土耳其卫生部长科卡成为土耳其第一个接种中国新冠疫苗的人。#土耳其总统埃尔多安接种中国新冠疫苗# 微天下的微博视频 ,无,2021/1/15 6:38,微博发布平台专业版,3586,776,550,无,"中国,接种,土耳其,疫苗,新冠",
4829,JDeXVjJ5O,山东科技大学泰安校区微博协会,女,山东,243,10471,#每天60秒读懂世界#1、女干部不配合防疫找“卢书记”放行，大连纪委通报：女干部为街道办事处副主任，免职。卢书记党内警告处分；2、黑龙江绥化市：1月15日9时起 ，北林区、经开区，出租车全部停运。各居民小区（村屯）封闭管理，市区餐饮等场所关闭；3、市场监管总局：依法对唯品会涉嫌实施不正当竞争行为立案调查。此前曾被市场监管总局罚款50万元。唯品会回应：将积极配合调查；4、国家药监局：停止酚酞片和酚酞含片在我国的生产、销售和使用。专家：主要被用来治疗便秘，长期用会产生依赖性，国外研究发现酚酞片可致癌；5、呼伦贝尔：暂停所有省际（含途经）客运班线，地区内客运班线从严管控；成都：摇号退房及剩余房源摇号者都不买的，房企才能自行销售；6、上海：拟建议设结婚冷静期，倡导婚前医学检查，保障知情权。拟建议夫妻共用育儿假，男性强制休育儿假42天；7、人社部：2021年年底前实现社保卡申领启用跨省通办；国家邮政局：严查泄露用户信息，清理整顿刷单、贩卖快递盲盒；8、14日中午，天津空港经济区一公司车间内发生燃气爆炸事故，已致1死7伤；9、14日，巴基斯坦军方与恐怖分子交火，2名恐怖分子被打死，3名巴军士兵身亡；10、外媒：纽约市长宣布将取消与特朗普集团的所有商业合约。据悉，特朗普集团每年能从这些合约中获利约1700万美元；11、外媒：比利时首都布鲁塞尔发生骚乱，示威者纵火并投石袭击国王座驾，至少4名警察在骚乱中受伤；12、印度政府批准采购83架印度“光辉”战斗机（约合65.5亿美元），印防长猛夸：最先进4代机；13、英研究：感染新冠形成抗体有83%保护性，有效期至少5个月，但仍可能二次感染；匈牙利14日宣布已订购中国新冠疫苗，首批将交付100万剂；14、美商务部再借口“危害美国安全”，将中海油、北京天骄两家中企“拉黑”；15、韩媒：历时4年零2个月的“亲信干政”风波正式画上句号，朴槿惠的三起案件全部结案，累计获刑22年，最晚87岁出狱；【微语】“我会一直爱你”显然没有“明天一起吃饭”浪漫又实在。 原图 ,无,2021/1/15 6:52,K30 至尊纪念版,3,0,0,无,"酚酞,发生,全部,新冠,摇号",
4830,JDeYBwJTz,芙蓉公安,男,湖南,2289,26428,芙蓉公安:【#约旦正式启动新冠疫苗全国接种#：中国新冠疫苗被投入首批使用】#约旦使用中国新冠疫苗进行首批接种#1月13日起，约旦正式在全国范围内启动新冠疫苗接种工作，首批投入使用的包括来自中国国药集团的疫苗。约旦疫苗接种中心负责人艾哈迈德：这次我们使用的是中国疫苗，从早上开始正式给民众接种。到目前为止接种工作非常顺利，没有出现任何不良反应。 ,无,2021/1/15 6:54,nova5i 2400万AI四摄,7,1,13,无,"疫苗,接种,新冠,中国,启动",
4831,JDf2zpXR5,莱芜故事,女,山东,3856,252696,【斩获16国5亿剂订单，#中国新冠疫苗出海# 能打破国际疫苗市场格局吗？】到1月3日，根据新华社报道，中国疫苗已斩获了超16国的订单，总数逾5亿。所有这些数据的背后，是中国疫苗厂商第一次大规模地在万里之外又文化迥异的国家实施临床试验的波折经历。纵观国际疫苗市场，生产效率高、成本低的新型疫苗以及发达国家市场被几大跨国药企牢牢把持，而发展中国家的市场则长期以来被印度占领着。新冠疫苗，会成为中国疫苗企业打破既有国际疫苗市场格局的机会吗？#洞见计划# 斩获16国5亿剂订单，中国新冠疫苗出海，能打破国际疫苗市场格局吗？ ,无,2021/1/15 7:03,微博热门iPhone客户端,1,0,0,无,"疫苗,市场,国际,中国,打破",
4832,JDf8qcnDh,四川监狱,男,四川,971,138071,四川监狱:【#约旦正式启动新冠疫苗全国接种#：中国新冠疫苗被投入首批使用】#约旦使用中国新冠疫苗进行首批接种#1月13日起，约旦正式在全国范围内启动新冠疫苗接种工作，首批投入使用的包括来自中国国药集团的疫苗。约旦疫苗接种中心负责人艾哈迈德：这次我们使用的是中国疫苗，从早上开始正式给民众接种。到目前为止接种工作非常顺利，没有出现任何不良反应。 #法姐播报##张警官分享# @央视网 ,无,2021/1/15 7:18,HUAWEI P10,1,20,2,无,"疫苗,接种,新冠,中国,警官",
4833,JDf9OeZ6p,徽州反邪教,男,安徽,1043,4148,徽州反邪教:【#土耳其总统接种中国新冠疫苗#】土耳其总统埃尔多安14日晚在首都安卡拉接种中国科兴公司研发的新冠疫苗。埃尔多安随后在社交媒体上宣布了这一消息。 埃尔多安表示，土耳其执政党正义与发展党中央决策和执行委员会成员与他一起接种了疫苗。他呼吁土耳其政党领袖和议员们鼓励民众接受并认可疫苗接种。 埃尔多安说，土耳其全国已有超过25万名医护人员接种新冠疫苗，过程很顺利，接种效率令人满意。 土耳其卫生部长科贾13日接种中国科兴公司研发的新冠疫苗，并向民众进行了现场电视直播。科贾此前曾表示，对土耳其自愿接种科兴新冠疫苗志愿者数据的初步分析显示，科兴新冠疫苗的有效性达91.25%。 土耳其从中国科兴公司订购的首批300万剂新冠疫苗于2020年12月30日运抵土耳其首都安卡拉。根据土耳其政府计划，第一阶段将有900万人接种疫苗，接种对象主要是医护人员等高危人群。 土耳其卫生部网站14日发布的数据显示，该国过去24小时新增确诊病例8962例，累计确诊2364801例；新增死亡病例170例，累计死亡23495例；累计治愈病例2236938例。（图片为资料图）@新华网 原图 ,无,2021/1/15 7:21,vivo X50 Pro专业影像,1,0,1,无,"土耳其,接种,疫苗,新冠,科兴",
4834,JDfdU1rrC,宁波检察,男,浙江,650,65269,宁波检察:【#探访太原新冠疫苗接种点#：5天接种1000余人】2021年1月1日开始，中国首批新冠疫苗在北京等地对重点人群进行接种，山西同步启动对18至59岁重点人群的疫苗接种工作。太原市和平社区卫生服务中心副主任贺婷表示，1月8号接到万柏林区卫体局疾控科通知，9号开始给重点人群接种，周六日到这几天不间断接种。到目前接种了有一千人次，这是第一针的量。（范丽芳 韦亮 王惠琳） ,无,2021/1/15 7:31,iPhone客户端,55,1,65,无,"接种,疫苗,人群,重点,新冠",
4835,JDfjPozXf,河北新闻联播,男,河北,200,327453,河北新闻联播:【#多位外国领导人接种中国新冠疫苗#】1月14日，中国生物官方微信公众号发布消息称，约旦首相接种国药集团中国生物新冠疫苗。同样接种了中国生物新冠疫苗的外国领导人还有塞舌尔总统拉姆卡拉旺，他也成为非洲第一个接种该疫苗的国家元首，并在塞舌尔全国正式启动大规模疫苗接种。就在昨天印尼总统佐科还直播接种由科兴中维研制的新冠疫苗。 ,无,2021/1/15 7:46,iPhone客户端,1,0,0,无,"接种,疫苗,新冠,中国,生物",
4836,JDfmQ8EnZ,山西消防,男,山西,442,626611,山西消防:#探访太原新冠疫苗接种点#【5天接种1000余人】1月1日开始，中国首批新冠疫苗在北京等地对重点人群进行接种，山西同步启动对18至59岁重点人群的疫苗接种工作。太原市和平社区卫生服务中心副主任贺婷表示，1月8号接到万柏林区卫体局疾控科通知，9号开始给重点人群接种，周六日到这几天不间断接种。到目前接种了有一千人次，这是第一针的量。 ,无,2021/1/15 7:53,360安全浏览器,1,1,0,无,"接种,疫苗,人群,重点,新冠",
4837,JDgwVqsTV,雷希颖,男,北京,2298,2487444,雷希颖:【保命要紧】#土耳其总统埃尔多安接种中国新冠疫苗#土耳其总统埃尔多安14日晚在安卡拉城市医院，接种中国北京科兴中维生物技术有限公司的克尔来福新冠疫苗。这是继13日印度尼西亚总统佐科接种中国疫苗后，又一位国家元首接种中国疫苗。当地时间13日，土耳其卫生部土耳其药品和医疗设备局发表公告，批准紧急使用中国科兴公司的克尔来福新冠疫苗。截至14日发稿时，当天已经有超过25万的土耳其医护工作者接种了中国疫苗。据此前报道，土耳其从中国科兴公司订购的首批300万剂，新冠疫苗于2020年12月30日凌晨，运抵土耳其首都安卡拉。 ,无,2021/1/15 10:51,政和白茶Android,43,4,3,无,"中国,土耳其,接种,疫苗,科兴",
4838,JDgxYar11,南宁晚报,男,广西,899,550938,南宁晚报:【#土耳其总统埃尔多安接种中国新冠疫苗#】土耳其总统埃尔多安14日晚在安卡拉城市医院，接种中国北京科兴中维生物技术有限公司的克尔来福新冠疫苗。这是继13日印度尼西亚总统佐科接种中国疫苗后，又一位国家元首接种中国疫苗。当地时间13日，土耳其卫生部土耳其药品和医疗设备局发表公告，批准紧急使用中国科兴公司的克尔来福新冠疫苗。截至14日发稿时，当天已经有超过25万的土耳其医护工作者接种了中国疫苗。据此前报道，土耳其从中国科兴公司订购的首批300万剂，新冠疫苗于2020年12月30日凌晨，运抵土耳其首都安卡拉。 ,无,2021/1/15 10:53,iPhone客户端,2,1,0,无,"中国,土耳其,接种,疫苗,科兴",
4839,JDgzN0Y6N,凯恩斯,男,北京,413,2442017,凯恩斯:【#土耳其总统埃尔多安接种中国新冠疫苗#】土耳其总统埃尔多安14日晚在安卡拉城市医院，接种中国北京科兴中维生物技术有限公司的克尔来福新冠疫苗。这是继13日印度尼西亚总统佐科接种中国疫苗后，又一位国家元首接种中国疫苗。当地时间13日，土耳其卫生部土耳其药品和医疗设备局发表公告，批准紧急使用中国科兴公司的克尔来福新冠疫苗。截至14日发稿时，当天已经有超过25万的土耳其医护工作者接种了中国疫苗。据此前报道，土耳其从中国科兴公司订购的首批300万剂，新冠疫苗于2020年12月30日凌晨，运抵土耳其首都安卡拉。 ,无,2021/1/15 10:58,微博 weibo.com,19,4,2,无,"中国,土耳其,接种,疫苗,科兴",
4840,JDgBtku8v,天凉不悲秋,男,湖北,511,1300,天凉不悲秋:不看广告看疗效！不看黑媒看实效！[加油]【#土耳其总统埃尔多安接种中国新冠疫苗#】土耳其总统埃尔多安14日晚在安卡拉城市医院，接种中国北京科兴中维生物技术有限公司的克尔来福新冠疫苗。这是继13日印度尼西亚总统佐科接种中国疫苗后，又一位国家元首接种中国疫苗。当地时间13日，土耳其卫生部土耳其药品和医疗设备局发表公告，批准紧急使用中国科兴公司的克尔来福新冠疫苗。截至14日发稿时，当天已经有超过25万的土耳其医护工作者接种了中国疫苗。据此前报道，土耳其从中国科兴公司订购的首批300万剂，新冠疫苗于2020年12月30日凌晨，运抵土耳其首都安卡拉。 ,无,2021/1/15 11:02,HUAWEI P20 Pro,1,0,0,无,"中国,土耳其,接种,疫苗,科兴",
