

























颗粒,时间,信号,飞行,超声波
特征,选择,输入,放电,模式识别
谐振,铁磁,理论,影响,基波
技术,测试,绕组,变压器,阻抗
颗粒,金属,局部,过程,放电
中性点,电压,谐振,铁磁,分析
放电,局部,电压,冲击,标准
放电,局部,阶段,击穿,针板
苏州地区,增加,影响,环流,热岛
污染物,建筑物,浓度,地面,气流
城镇,评估,规划,条件,环境影响
地形,模拟,风场,中尺度,模式
灰霾,频率,出现,增大,浓度
模拟,灰霾,主城区,位于,进行
能见度,颗粒物,浓度,质量,气象要素
模式,预报,高分辨率,海风,数值
结构,相干,风速,运动,边界层

水资源,研究,综合,系统,平台

流域,径流,情景,气候变化,降水
序列,洪峰流量,资料,径流,实测
降水,资料,海河,流域,减少
生态,白洋淀,径流,减少,气候变化
模拟,方法,参数,循环,机理
铀矿,沥青,时间,矿床,特征

样品,元素,存在,过程,时间







沉积,剖面,高分辨率,浅层,湖泊
沉积物,青海湖,分布,湖底,拗陷


江汉平原,文化,事件,变化,环境
发展,中国,经济,新能源,问题

政策,风电,电价,发展,补贴
节能,能源,经济,消费,北京市
中国,能源,影响,分析,排放
中国,排放,世界,能源,发展
教学效果,开展,教学,起到,问卷



评估,分析,方法,运用,提供
研究,大熊猫,领衔,昆明,深圳


中国,疾病,具有,生命,发展





屈服,剪切,模型,应力,本构
基体,模型,应力,巷道,降低
进行,计算,模型,流场,验证
计算,粒子,搜索,相关,局部
主应力,应变,剪切,增量,模型
锻件,应变,剪切,区域,中央
锻件,摩擦力,应变,存在,剪切
破坏,单元,巷道,应力,环向
解释,模型,观测,分区,破裂
颗粒,试样,应力,施加,连续介质
空间,差异,地区,时期,发展
都市,南京,范围,江苏省,求得
城市,生长,全省,城市化,关系
参与,生态旅游,开发,社区,居民
景观,因素,格局,居民点,特征
模式,排放,温室,气体,研究
乡村,研究,社会,发展,地理
空间,城市,生产,研究,马克思主义
区域,发展,协调,空间,产业
发展,研究,乡村,农业地理,中国
区域,城市,中心,边界,省际
糯玉米,种植,审定,自选,早熟
早稻,直播,产量,生育期,影响
产量,栽培,水稻,直播,品种
栽培,产量,水平,分蘖,模式
土壤,腐剂,处理,秸秆,数量
处理,养分,施肥,早稻,晚稻







色散,制备,设计,镜用,光纤
进行,制备,色散,测试,波长



























病毒,蛋白,重组,逆转录,流感病毒
催醒,特异性,血清,颉颃,猪肝

病毒,流感病毒,逆转录,细胞,蛋白
蛋白,表达,具有,重组,识别
卵母细胞,发育,胚胎,体细胞,培养液
转基因,转染,研究,绿色,荧光



水面,筑坝,覆盖,数量,恢复


种群,遗传,距离,基因,分化
土地利用,粮食,变化,建设,分析

海拔,呈现,草地,变化,物候













沉积,研究,包括,电化学,发展







分形,腐蚀,镀锌板,区域,维数
转子,系统,质量,动力学,稳定性
锻造,运动,钳头,进行,样机
悬置,模型,液压,键合图,结果























集群,组织,物流园区,供应链,耦合
消费者,行为,控制,服装,研究
影响,研究,公平,环境,解释
形象,影响,购买,冲动性,意愿
影响,梳理,涉及,设置,网民
学生,研究,所在地,家庭,影响
地层,阶段,进行,结晶度,盆地



幼苗,黄花,生长,补血,种子
原生质,培养,静置,组织,浅层

补血,含量,黄花,可溶性,组织
补血,活性,黄花,处理,调节
脯氨酸,组织,活性,含量,升高
幼苗,小麦,胁迫,种子,生长






方程,中心,局域,介质,边界
探讨,测量,剂量计,存在,进行
局域,解析,数值,孤子,空间

孤子,局域,光束,得到,解析


治疗,水肿,患者,差异,研究
米沙坦,噻嗪,胶囊,氢氯,治疗







量化,函数,刚性,问题,组合
扩散,技术,尺度,农户,影响
水资源,区域,发展,推动,转型
模式,建设,农村,城乡,发展
扩散,技术,农业,理论,条件
流动人口,分析,市区,因素,城市
空间,功能区,方法,因素,形成
技术,农户,影响,行为,采用
空间,区划,开发,形成,进行
交通,区域,加权,进行,陕西省
扩散,农业,技术,理论,决定
系统,经济,发展,分析,协调












致病,基因,菌株,菌落,增强
机动,水稻,流量,工作,数量
糖尿病,患者,微血管,血流,评价
插入,致病,基因,稻曲,分析
活性,水稻,真菌,纹枯病,病原
发酵,培养,试验,条件,田间试验




提取,响应,匀浆,试验,工艺






























锆石,年龄,华北,碎屑,隆起


基质,配方,落叶,堆肥,产物
污染,风险,兴凯湖,模型,农业
强度,指数,侵蚀,减少,退耕
利用,水平,集约,耕地,评价
土地利用,服务,面积,地区,相关
景观,研究,区域,退耕,面积
研究,文献,专业,发表,来源
城市,土地,利用,评价,定量
粮食,影响,生产能力,综合,提高
城市,模拟,行为,增长,智能
退耕,地区,可蚀,降雨,作用
经济,规划,地理学,发展,地理




地理,研究,发展,国家,学科



故障,电流,节点,确定,边界
风电,机组,穿越,低电压,功能

频率,互感器,误差,采用,校验





天气,土壤,最低值,强度,解冻
源地,北京地区,影响,过程,北路

业务,系统,灾害,效应,气候
预报,集合,中国,类产品,信息
用户,预报,系统,模块,用户端
预报,集合,区域,初值,降水








居民,发生率,社区,方法,诊断

























哮喘,控制,患者,疾病,调查







城市,活动,足迹,制定,排放
企业,信息技术,空间组织,变革,产生
经济,经济区,地区,研究,格局
区域,层级,流动,空间,煤炭
经济,路径,依赖,理论,领域
用水,河西,节水,地区,农业
地区,发展,综合,居民收入,水平
经济,城市,增长,进行,资本
经济,全球,资源,世界,环境
小鼠,脊髓,干细胞,骨髓,充质
血浆,脂肪,冠心病,细胞因子,空腹
小鼠,气味,症状,评分,实验
感染,腹腔,药物,抗菌,病原菌
心肌梗死,模型,肋间,辅助,完成
杆菌,药物,医院,血流,病原菌
病例,孕妇,报告,发病,肺炎
节点,网络,能量,能够,控制


节点,数量,监测,服务质量,期望


结构,陶瓷,电磁波,设计,发现
天线,方向,结构,方向性,电磁波











光束,局域,模拟,空心,尺寸










斑块,药物,触发,基因,主动脉
小鼠,骨髓,组织,注射,抑制
大棚,地区,出现,农民,因素







混凝土,桥梁,结构,跨度,荷载


震害,进行,情况,供水,调查

















电磁辐射,监测,系统,设计,实现
系统,车间,进行,操作,资源



膨胀,梗粒,烟支,掺配,比例

求解,线性化,机组,组合,方法
节能,调度,发电,火电,四川省


交易,发电,方法,功率,增量
发电,计划,方式,目标,调度
电站,策略,出力,调整,市场
补偿,穿越,交易,跨省,跨区
算法,约束,求解,德斯,方法
检修,优化,计划,收益,梯级
沉积,磁控溅射,退火,形成,反应
薄膜,氧气,透明,流量,沉积
薄膜,形貌,表面,玻璃,透过
薄膜,长大,沉积,电阻率,功率





















小鼠,疫苗,淋巴细胞,质粒,血吸虫












































作物,专家,营养液,方法,调配
打滑,方法,防滑,底盘,控制
营养液,系统,作物,供给,介绍
系统,采集,鸡舍,设计,监控
打滑,底盘,液压,车辆,判断







































家蚕,基因,活性,萤火虫,有助于
连锁,基因,家蚕,利用,群体
基因,黄血,分子,因子,相关

蛋白,个体,黄血,家蚕,基因

连锁,家蚕,基因,找到,个体
连锁,家蚕,标记,群体,基因
连锁,家蚕,基因,品系,个体
孵化,蛋白,表达,家蚕,基因

































缩编,生产,数据,需求,分析









禁带,宽度,分析,薄膜,测试




















































细胞,脉冲,电场,处理,高强度
组织,处理,电场,区域,电极
磁场,脉冲,研制,技术,治疗
凋亡,细胞,脉冲,参数,电场
信号,脉冲,放电,局部,特性
细胞,脉冲,检测,电场,凋亡
局部,放电,方法,模式识别,构建
识别,直击,输电,雷击,线路
电穿孔,可逆,变化,组织,消融
脉冲,细胞,线粒体,肿瘤,凋亡
检测,绕组,电路,脉冲,带电














































方法,药材,结果,烘干,成分
水溶性,化学发光,成分,测定,色谱
提取,效率,优化,方案,方法















































































治疗,介入,弹簧,导管,栓法
胎儿,治疗,指数,病例,心室















水解,颗粒,活性剂,形貌,静置






























患者,血症,比例,指标,代谢

精度,长度,基线,解算,进行




































影响,电化学,钢筋,混凝土,试验

文库,筛选,基因,构建,具有









































摩擦,系统,隔振,响应,质量
优化,叶片,涡轮,方法,进行
闸墩,加固,计算公式,碳纤维,结构
分析,进行,动器,有限元,神经网络
















太阳能,系统,热泵,部件,性能






























突变体,斑马鱼,髓系,造血,筛选
















金融,系统工程,系统,研究,应用


经济,管理,处理,昆明市,部门

















































光子,信号,过程,共振,延时













































































研究,大熊猫,领衔,昆明,深圳
中国,疾病,具有,生命,发展














































抗性,接种,基因,结果显示,苗期
标记,基因,方法,研究,定位
抗性,条矮缩病,群体,利用,进行
致病,品种,水稻,菌株,纹枯病















































学生,实验,网络,课程,化学






















斑岩,同位素,地幔,亏损,本区





















































电解质,模块,进行,分析仪,测试

诊断,具有,模组,仪器,液晶

传输,采集,传感,无线,系统














































结构,核小体,溶液,浓度,模拟
























































橄榄岩,石榴石,尖晶石,地幔,转变
































季节,森林,变化,平均值,温度
云杉林,变化,特征,小气候,气温
观测,粒子,散射系数,浊度计,天气
气候,高温,树轮,宽度,序列
降水,腾格里沙漠,树轮,年表,宽度
地温,变化,深度,森林,气象
树轮,森林,年表,下线,降水
同位素,树轮,分析,数据,树木
辐射,变化,出现,向下,云杉林
温度,变化,相关,序列,分析
降水,变化,赛里木湖,流域,历史


















固化,改性,树脂,硅树脂,活性
硼化,制备,常规,水溶液,离子
研究,铝酸盐,应用,催化,燃烧





























灰质,密度,成瘾者,结果,下降





胁迫,影响,叶片,复合,含量
模式,污染,农田,径流,间作
含量,类黄酮,活性,增加,辐射












植物,物质,挥发性,作为,提高



































治疗,前列腺,照射,穴位,激光

控制器,设计,利用,提出,具有
















































过程,基本,介绍,格式,重点







共聚,分级,样品,具有,丙烯
































































优化,结构,尺寸,进行,分析
结构,波纹,吸能,进行,模型




分段,稳定性,问题,线性,算子
































纤维化,筛选,方证,肝肾,平台

临床,治疗,中药,辨证,组方




回收,蒸发器,收益,系统,余热

























































研究,大熊猫,领衔,昆明,深圳













催化剂,乙醇,鸡蛋,可能,反应




样品,薄膜,掺杂,气相,得到






射波,治疗,系统疾病,实现,手段






环境,经济,脆弱性,增长,影响
空间,经济,模型,专利,授权
文化遗产,物质,保护区,民族,空间
趋同,空间,增长,模型,经济区
投资,经济,教育,增长,广西
农业,生产率,要素,提高,技术
效率,地区,产学研,企业,分析表明
协调,发展,旅游,经济,子系统
环境,指标,经济,数据,曲线
城市化,中国,关系,面板,协整
电力,利用效率,收敛,缩小,分析











































俯冲,大陆,中国,构造,变质


























生产力,品种,增加,氮素,水平
产量,氮量,下降,因素,穗肥








实验室,实验教学,管理,档案,服务

实验教学,实验,化学,管理工作,方法









沙棘,黄酮,化合物,糖苷,存在
保护剂,菌种,实验,进行,高温










磁盘,访问,性能,内存,页面


纤维,增加,碎浆,性能,指数
系统,监控,设计,要求,配置
造纸,废水处理,作为,系统,软件

人工,污染物,实验,负荷,径流
浆料,羧甲基,取代,纤维,原浆
研究,纤维素,聚集,衍射,结构














技术,工业,应用,发射,研究成果
装备,规划,学科,发展,动力学















聚集,阳离子,囊泡,羧基,分散
光谱,壳聚糖,合成,羧甲基,奠定
壳聚糖,能力,自由基,清除,浓度

馏出物,开发,生长,植物,影响
受体,分子,人工,信号转导,信号


测定,利用,实验,解度,蛋白质

互作,群体,上位,水稻,产量
遗传,亲本,提供,品种,水稻






















































有关,发展,燃料,研究,替代

构造,保存,页岩,资料,特点
精子,差异,蛋白质,表达,绵羊
进行,体外受精,处理,超数排卵,羔羊
生产,移栽,研究,技术,三市
细胞,转染,脂质体,介导,辐射



成像,光学,演示,实现,足趾














循环,土水,关系,特征,路径
筋材,挡墙,黏性,应力,加筋
开挖,基坑,地基,筏板,基础





农户,农民,专业,资金,政府
中国,农业,现代化,发展,变革
农产品,出现,经济,中国,变化
农民工,进城,城镇居民,农业,人口
农业,农户,并存,中国,发展
农业,发展,农村,科技,科技进步
领办,大户,观点,发展,选取
大户,领办,控制,工作,实际
土地,城镇化,农业,实现,城乡
组织,合作,发展,阶段,专业
建设,社会主义,反响,农村,决策






半衰期,测定,探测器,质量,过程
采样器,采样,流量,颗粒物,技术



大麦,产量,籽粒,氮量,提高
遮荫,积累,籽粒,小麦,含量
杂质,掺杂,研究,观察,衍射
应变,分析,利用,组分,计算
过程,衰减,发光,研究,结构
生长,薄膜,表面,衬底,工艺
生长,材料,结构,发射率,半导体

光致发光,X射线,集中,机理,管式




新郑市,水资源,地区,发展,问题




柴油,条件,性能指标,质量,生物
浸提,提取,胡萝卜素,影响,时间
含量,可溶性,单糖,蛋白质,蛋白
成分,热带,真菌,森林,科是
发展,经济,江西,政策,科技
柴油,生物,质量,脂肪酸,分数
土壤,养分,龟峰,退化,区域
胡萝卜素,植物,含量,研究,进行



电子产品,电子,问题,无误,提供
土壤,活性,施肥,化肥,小麦
器件,增加,作用,效率,材料
信号,模态,经验,分解,确定
效应,作用,电致发光,有机,磁场
器件,效率,亮度,结构,淬灭






损伤,拉拔,钢丝,过程,材料
结构,应力,测试,载荷,研究
测量,试件,系统,偏振,方法
高碳,盘条,增大,拉拔,研究











限流,故障,电流,直流,切换

患者,使用,治疗,联合,应用
冠心病,因素,数目,合并,情况
应用,疗程,患者,影响,因素








噻吩,合成,活性,反应,衍生物
介质,氮烯,显色剂,表明,波长
电解质,离子,液体,有机,电容器
电极,修饰,具有,电化学,浓度
学生,教学,方法,学习,科学



系统,发电,模型,联合,设计
电堆,输出功率,进行,实验,辨识
模型,联合,燃料电池,发电,系统
离子,石墨,检测,条件,修饰
配合,研究,氧化,伏安,发生
企业家,精神,增长,经济,估计










催化剂,形成,原子,结构,同类
结果表明,相反,颗粒,合成,粒径
合金化,粒径,氧化,催化活性,室温
表面,基团,薄壁,厚壁,氧化
催化剂,降低,氧化,添加,X射线
催化剂,还原,用作,催化活性,沉淀法
掺杂,性能,电化学,提高,反应




构造,样式,库车,研究,变形
前陆,盆地,油气,优质,冲断
走滑,右旋,构造,凸起,潍坊

盆地,表现,南海,洋盆,大陆
盆地,构造,应用,时期,演化
构造,收缩,发育,变形,盐岩
断层,位移,组合,郯庐,辽东

叶片,水稻,含量,胁迫,系统
叶片,暴露,研究,污染,灌浆
变化,分析,环境,相关,成分
体积,分数,臭氧,参数,影响
水稻,产量,臭氧,灌浆,影响
生物量,可能,作用,处理,作物
草原,沙质,风蚀坑,研究,沙漠化
气孔,水稻,导度,处理,利用

























土壤,颗粒,样品,团聚,筛分

综合,侵蚀,石漠化,生态,治理
研究,试验,示范,开展,黑河

流域,体积,沟谷,侵蚀,河流











自由基,生成,激光,水杨酸,反应










土壤,草地,农田,含量,全氮
颗粒,降低,土壤,植被,海拔






















病毒,载量,检测,一致性,实验
艾滋病,标准,术语,定义,病毒感染





















检测,杂波,单元,目标,训练样本
电流,解析,放电,频域,实际


















成分,烘干,提供,色谱,差异




进行,能量,共振,共振态,终端

衰变,实验,探测,装置,研究



































鸡眼,美丽,土壤,豆科植物,浓度
系统,稻鱼,增加,生产力,水体
养育,幼儿,气质,家庭,相关
排放,通量,作物,处理,土壤湿度
农田,土壤,变化,盈亏,全氮
浓度,水稻,处理,增加,研究
土壤,肥力,有机肥,菜地,设施
真菌,菌根,基质,胁迫,提高
含量,生长,稻田,排放,土壤
粉葛,含量,实验,法测定,原子
病原,冬枣,浆胞,鉴定,菌株

患儿,随访,结石,泌尿系,出院

淋巴细胞,下调,作用,表达,大鼠
























基因,表达,细胞,载体,洋葱
基因,序列,肉桂,棉纤维,载体
胚珠,受精,培养,离体,生长
扩增,反应,进行,小麦,体系
产量,品种,指数,处理,水分
基因,表达,细胞,载体,洋葱
蛋白,棉花,方法,蛋白质,双向电泳
表达,棉花,时期,纤维,基因






空间,排放,相关,集聚,江苏省
开发区,土地,经济,利用,集约
滩涂,敏感性,区域,开发,研究
土地利用,总体规划,评价,吻合,实施
居民点,农村,置换,土地,潜力
土地利用,土地,社会,生态,比例
征地,农民,生计,研究,发展
研究,排放,土地利用,调控,区域
能源,消费结构,比重,发展,结构
有机,农业,资源,条件,标准
土地,集约,城市,利用,开发区

















中央,性质,事业,单位,政策性




淋巴瘤,成瘤,脏器,动物,方法
细胞,转化,表达,方法,细胞系
阳性,细胞核,结果,变性,淋巴瘤
病毒,细胞,构建,载体,质粒













层序,煤层,地层学,速率,含煤
层序,砂岩,分析,保存,环境


煤矿,煤炭,地质学,煤层气,开发
塔东,沉积相,研究,埋藏,边缘












影响,因素,更换,进行,消费者
