















NMDAR,Hal,Cloz,SPD,NR2B,concentration,inhibited,receptor,effects,subunit
催化剂,涂覆,黏合剂,组分,Al2O3,OMS,活性,整体式,性能,载体
供应链,缺货,后补,可控,提前,协调,允许,机制,折扣,优化
Pd,TiO2,制备,催化剂,溶胶,浸渍,晶粒,甲苯,凝胶,降解
品牌,集群,区域,顺德,建设,家电,软环境,产业,维度,基础
集群,扩散,创新,两类,西樵,内源,外源,石碣,纺织业,入手

硝基,NHPI,MnO2,10%,苯甲酸,甲苯,摩尔,反应,催化剂,原料















葡萄球菌,金黄色,天疱疮,皮损,药敏,糜烂面,耐甲氧,新诺明,万古霉素,利福平
现金流,预测,分析师,发布,本文,动因,公司,基于,研究,针对
境外,IPO,抑价,战略,引入,投资者,本文,公司,显著,回报
会计信息,方法,公允,计量,会计,稳健性,不对称性,股权,价值,有益于
独董,董事,管理层,独立,质疑,监督,行为,本文,任职,橡皮图章
银行借款,借款,信息,本文,中介机构,设定,对冲,基准利率,获得,公司
学界,财务会计,研究,国际会计,领域,信息,金融,经济学界,研究成果,会计


柳枝,生物量,梯田,坡地,立地条件,川地,落物,土壤水分,立地,覆盖度
mosseae,白术,接种,施氮,0.30,0.45,植株,菌根,干重,侵染
植物,种子,鸡矢藤,PaederiaLinn,灰莉属,Fagraea,Thunb,斑地,Euphorbia,maculateLinn
真菌,胁迫,接种,干旱,鲜重,抗旱性,对油,水分,干重,含量
球囊,霉素,泡囊定,殖率,定殖率,土壤环境,显著,相关,之间,菌丝




稳定化,垃圾,BDM,加速,指标,表征,填埋场,进程,动态变化,填埋


储能,电池,削峰,填谷,算法,充放电,求解,功率,策略,优化



城市化,非线性,变动,能源,消费,模型,高于,STR,1953,2011
城市群,空间结构,演进,耦合,增长,经济,优化,风险投资,溢出,增强
差异,机制,惯例,关系,企业,知识,多元回归,影响,219,中起
动力,因素,系数,感应力,贡献率,影响力,测度,企业,优化,最适
技术,转移,模型,区域,同化,接受方,对模型,选择,指导作用,数理
网络,惯例,知识,权力,信任,技术创新,位置,组织,变量,多元回归
动态,绩效,能力,学习,企业,中介,组织,显著,模型,制造业
耦合,动力,因素,离差,最小化,跃迁,企业,为例,阈值,一阶
城市群,公共,治理,培育,协调,公共服务,发展,模式,加强,参与














deletion,cattle,visfatin,12,mon,weight,insulin,gene,growth,traits







叶枯病,基因,稻瘟病,抗性,Pi9,Xa21,Xa23,株系,PCR,抗白
RM206,群体,多态性,F1,F2,BC1,BC2,回交,标记,Xa23
叶枯病,抗性,稻瘟病,株系,基因,聚合,小种,全生育期,高抗,Pi9

抗白,叶枯病,Xa23,接种,标记,材料,品系,选取,基因,鉴定



transfer,radiative,semitransparent,media,equation,study,thermal,field,describing,radiant
distribution,particle,MPPSO,technique,PSD,theory,normal,multi,phase,swarm
管桩,双排,基坑,预应力,高强,工程,支护,数码广场,常用,灌注桩
固化,矿粉,90,石渣,强度,激发,软土,Na2CO3,NaOH,28


PWM,VSR,整流器,模型,仿真,相电压,Matalb,Simulink,闭环控制,内环
开关,变换器,变压器,电流,开关损耗,正激软,漏感及,总导通,IGBT,500W
信道,电力线,OFDM,干扰,滤波器,模型,估计,频分,orthogonal,frequency

电缆,Arrhenius,寿命,模型,Weibull,评估,方法,进行,激活能,分布
PID,控制器,神经网络,非线性,控制,燃机,具有,整定,快速性,应用
鲁棒,滤波器,方法,系统,参数,范数,可测,时变,有界,设计
hTGF,腺病毒,kb,基因,片段,转染,293,载体,Adeno,PCR
下排,气流组织,上排,气溶胶,微生物,实验室,室内,实验,发菌,自净
分化,克隆,蛋白,差异,潜能,细胞膜,真皮,膜蛋白,三向,ANXA2
软骨,转染,hTGF,BMSCs,对照组,adeno,实验组,腺病毒,组织,形成
半月板,诱导,新生,软骨,组织,缺损,胞外基质,细胞,组细,关节
诱导,细胞,组和非,荧光,内皮细胞,阳性率,脂肪组织,流式细胞,vWF,CD34
黑色素,表皮,细胞,壳聚糖,脱失,替代物,胶膜,色素,应用,膜片












寡核苷酸,CpG,细胞,CD40,配体,摄取,IgG,交联,单个,共培养
四聚体,特异性,CTL,染色,NLV,A2,表型,优化,抗原,条件
HLA,A0203,BSP,SVR,四聚体,蛋白,CTL,生物素,特异性,单体
NOD,SCID,小鼠,RR,BALB,妊娠,亚群,13.5,免疫,百分率
TBL,总碱,关节,大鼠,细胞,滑膜,抑制,造模,MTX,生物碱
PDT,DNFB,小鼠,cm2,右耳,抑制作用,CHS,致敏,功率密度,浸润
HLA,1101,GPI,四聚体,BSP,生物素,复性,HCMV,CTL,纯化
CD69,淋巴细胞,巴戟天,提取物,CD3,表达,活化,刺激剂,双向,喘可治
ESC,小鼠,分化,干细胞,细胞,潜能,皮下,真皮,荧光,移植

土地利用,林地,耕地,转化,草地,20,1988,2009,章古台,变化
生态,体系,建设,荒漠化,三北,有效途径,生态环境,源头,法制,借鉴
土壤,养分,樟子松,活性,微生物,树龄,土壤肥力,林龄,指标,60








火灾事故,公共场所,大型,1998,2004,76,年鉴,分析,因果,分析方法
公共场所,大型,因果,火灾,火灾事故,得出,评价,指标体系,事件,风险
保险,自然灾害,灾后,管理工具,厘定,现实情况,风险,产品设计,管理体制,分担
年龄段,交通事故,驾驶员,摩托车,河口县,26,30,风险,水平,管理
公共场所,评价,减灾,大型,城市防灾,风险,管理策略,防灾,风险性,指标体系
风险,模糊,灾害,多灾,评估,综合,模型,层次模型,灾种,粒化





















VATS,patients,rate,OT,esophagectomy,morbidity,mortality,thymectomy,chest,tube














均匀,算法,UGEP,算子,种群,杂交,初始,设计,全局,基于




熔融,飞灰,浸出,试样,重金属,旋风,焚烧,毒性,研究,熔渣
热管,预热器,模拟计算,翅片,温度场,数值,模拟,模型,方法,背风
催化剂,MN,活性,效率,硝酸锰,MA,脱销,制备,低温,测试
锅炉,FGD,内爆,风机,增压风机,引风机,轴流式,离心式,负压,公用
氧化,Cl2,HCl,单质,烟道,气相,耦合,反应,计算,浓度
脱除,催化剂,水蒸气,SO2,NH3,空速,蜂窝状,逃逸,温度,自制
氧化,Cl2,HCl,单质,烟道,气相,耦合,反应,计算,浓度
MoO3,氧化钛,晶须,10,催化剂,负载量,成型,载体,TiO2,7.2%
产品,化学,工程,光催化,晶须,介孔,TiO2,应用,催化反应,化学工程
氧化钛,TiO2,材料,锐钛矿,介孔,该介孔,良好,制备,结构,光催化
空穴,TiO2,P25,猝灭剂,苯酚,降解,自由基,羟基,氧化,纤维
甲烷,生物,转化,高效,系统优化,能量,纳微,物质,理论,化学工程
铜粉,摩擦,磨损率,因数,纳米,材料,添加,磨损,50,nm
Pt,TiO2,表面,担载,纤维,形貌,台阶,结构,纳米,高度
晶须,K2Ti6O13,粒径,纯水,通量,陶瓷,开孔率,MPa,强度,机械

硝基苯,TiO2,降解,超细,检出限,NEDD,0.6,pH,值为,3.0
催化剂,SO42,正丁醇,乙酸,晶须,高比,TiO2,脱附,500oC,焙烧

结缕,抗盐性,牙根,抗盐,草属,变异系数,12,选系,52%,沟叶
结缕,耐盐性,盖度,干重,相对,修剪,绿叶,枝叶,103,草属


干重,基因,百分率,枯黄,修剪,F1,模型,枝叶,耐盐性,叶片

gastric,peptide,cancer,phage,specific,normal,mucosa,binding,detection,biopanning







植被,生态,覆盖度,覆盖,脆弱,修复,变化,二分法,山区,同一时
遗址,仰韶文化,流域,大河村,郑州,地区,时期,纸房,双洎,伊洛河
数据库,地址,道路,交通系统,城市道路,洛阳市,匹配,追加,智慧,动态
交通流量,数据库,路口,更新,实时性,数据,节点,分析方法,路段,传感器
引导,行车,系统,交通系统,信息,城市道路,车流,快捷,数据库,畅通
算法,蚁群,粒子,机器人,全局,路径,优点,机器人学,反馈性,并行性
欧氏,算法,空间,基于,距离,递推,测度,城市道路,城市交通,过程


terbium,complex,emission,nm,thermal,stability,oxadiazole,derivative,neutral,ligand

































培养,出发,高层次,自动控制,个性化,创新能力,解决问题,课程,素质,激发
PID,溶解氧,污水处理,神经元,算法,控制,适应,常规,控制参数,自适应性

扩张,湖泊,km2,面积,强度,影像,数据源,研究,以多时,Landsat
反演,异质性,Chl,变程,遥感,尺度,空间,TSM,DOC,影像
水体,叶绿素,浓度,模型,波段,区域化,光学,特性,研究,为例
滑坡,灾害,南京市,预测,地质灾害,预报,技术,信息,平台,共享
水体,阈值,信息提取,面向对象,基于,分量,提取,方法,归一化,分类
叶绿素,反演,悬浮物,水体,浓度,遥感,光谱,内陆,波段,光学
波段,模型,叶绿素,水体,太湖,浓度,遥感,改进,MERIS,样点
ad,aph,ag,类型,主导,太湖,10,鄱阳湖,秋季,巢湖
湖泊,30,24,总面积,萎缩,三江,遥感,数据源,地区,研究



IP,子系统,多媒体,IPTV,基于,架构,下一代,接入,多媒体通信,网络

算法,匹配,AC,入侵,检测,单向,双向,性能,网络,Ad



OIRD,mouse,IgG,label,free,method,interactions,processes,entire,interaction





灌溉,废水,速效,次后,土壤,芦苇,次数,增加,显著,有机质
废水,灌溉,盐分,湿地,芦苇,NO3,--,NH4,+-,MBN
盐分,土壤,S1,CO2,S3,SMBC,添加,处理,底物,S2



PS,Fv,耗散,胁迫,光化学,光能,4bar,Fm,渗透,速率
耐药,大肠菌群,耐热性,污水排放,埃希菌,医院,大肠,污水,50,0.01

小鼠,染毒,体重,统计学,OE,TP,OE50.0,15,30,0.05
饮水机,合格率,菌落,pH,总数,冷水,电导率,饮用,大肠菌群,高校教师












服务,备用,电网,辅助,可控,用户,服务类型,以微,算例,出清
储能,电站,调度,功率,光伏,实时,配电网,消纳,发电,分布式










有机肥,棉花,黄萎病,施用,速效,含量,土壤,SPAD,新陆,生物
镰刀,细胞,毒素,西瓜,叶片,12h,活性,幼苗,3h,对照
氮肥,养分,hm,水稻,最佳,结果表明,农学,增产,减少,高效
拮抗,植株,病原菌,有机肥,青枯病,SQR11,发病,数量,干土,菌株
连作,土壤,马铃薯,核菌,病原菌,根际,立枯丝,累积,PCR,立枯病
土壤,基础,产量,供氮量,由大到,黏土,砂土,不同,壤土,196

临床,技能,医学生,临床教学,教师队伍,教学质量,各方对,竞赛,素质,教学











前列腺,大鼠,增生,缺血,缺氧,组织,Caspase,PI,相对性,40
预处理,灌注,eNOS,缺血,臭氧,0.05,大鼠,氧化,氧气,组和
安慰剂,阿扑,舌下,疗效,吗啡,盐酸,指标,双盲,药物,面部潮红



关系,契约,系数,服务质量,临界值,提高,折现,成本,降低,努力
外包,变动率,漂移,等待时间,临界值,合同,客户,无风险,现值,企业
服务商,信息,能力,非对称,分享,逆向,客户,合作,双方,道德风险
联盟,分析,创造,有效性,控制,价值,方式,角度,交易成本,实现
约简,含油,样本,测井,计算,识别,出错率,属性,进行,融合
改进,遗传算法,算法,扫描,优先级,运输,单车,配送,车辆,费用
评价,ERP,DD,QFD,合作方,模型,需求,实施,控制,风险

能量代谢,脾虚,线粒体,活性,中医,探讨,功能,改变,相关,结构
大鼠,电针,PD,p38MAPK,模型,COX,神经元,统计学,手术,计数


温通,艾灸,效应,温补,以温,促通,调节,虚寒,规律,脾胃














eV,photoionization,products,mass,gaseous,organic,compounds,photooxidation,isoprene,spectrometry


products,particle,gas,phase,photooxidation,mass,spectrometer,time,phases,ethylfurane



irrigation,wheat,saline,water,treatments,w1,2008,2009,study,deficit


events,injection,Shahejie3,direction,water,vertical,injected,upper,interval,test
断层,探测,隐伏,银川,断点,埋深,布施,勘探,活动,地震










检测器,芯片,mm,激励,沟道,电极,信号,微流控,ARM9,20







搜索算法,万有引力,优化,函数,能力,算法,改进,时易,解且,学习策略
控制器,床温,粗糙集,神经网络,模糊,规则,CFB,PID,稳态,适应


temperature,CO2,pyrolysis,H2O,maximum,increases,CH4,400,rice,straw
































Cu,Pb,Zn,Cd,Hg,重金属,翅碱蓬,含量,沉积物,累积
刺参,profilin,幼体,bp,mRNA,表达,位点,体腔,受精卵,细胞
群落,土壤,微生物,湿地,大凌河,细菌,结构,样品,PCR,DGGE
海胆,胚胎,重金属,延滞,棘球,受精率,超微结构,对光,畸形,毒性
群体,遗传,多样性,位点,多态,扩增,大连,个体,分化,青森县

LHOD,菌株,降解,柴油,固定化,聚氨酯,生长,分数,载体,最佳
neutron,Rnp,rich,model,np,correlation,proton,skin,thickness,projectile



细根,树种,比根,呼吸,序级,相关性,异质性,根长,0.01,序级间
土壤,呼吸,季节,水位,变化,土壤温度,淹水,强度,含水量,表面
CH4,速率,地表,氧化,天然林,人工林,2h,含水量,土壤温度,土壤
CO2,排放,福建省,效应,强度,能源,城市化,1978,2010,规模
CH4,排放,树木,叶片,速率,温度,柑橘,10,30,ngCH4
火烧,00,土壤,呼吸,mol,速率,对照,含水量,模型,土壤温度
CO2,根际,浓度,铵态氮,含量,土壤,氮肥,施用,水稻,增加
N2O,真菌,细菌,活性,土壤,研究,0.3,硝化,天然林,方法







prognosis,patients,meningioma,15,treatment,Metaplastic,meningiomas,metaplastic,surgical,clinical





















混凝土,宽度,翼板,计算,截面,梁中,滞后效应,剪力,沿板,用纯















间隙,叶轮,压气机,扩压器,轴向,叶尖,通道,径向,出口,后部


































低血糖,CYP2C9,基因型,诱发,磺酰脲,格列,患者,类药物,146,糖尿病
关节,评分,五藤,贴膏,骨关节炎,治疗,患者,疼痛,僵硬,对照组
酒曲,皇台,大曲酒,德山,差异,酒化力,所产,理化,结果表明,甲醇































缓存,SC,CCN,节点,架构,带宽,网络,机制,选择性,内容
编码,网络,吞吐量,时间,平均,方法,提高,提出,基于,等待




企业家,精神,本文,面板,估计,增长,变量,经济,创业,因果性
劳动力,分割,城乡,低端,领域,高端,市场,相对,就业机会,程度
企业家,因子,成长,影响,维度,因素,分析,特质,框架,个体
工会,职能,六维,满意度,均值,程度,履行,现实,2311,劳资
非正规,就业,低级,市场,劳动力,就业者,20,90,工资水平,私有化
流动,农民工,性别差异,显著,收入水平,职业,原因,后续,男性,收入
劳动力,户口,分割,劳动者,市场,就业,2006,CHNS,存在,二元
份额,劳动收入,人力资本,增长,原始,劳动,2007,要素,下降,国民收入






































模拟,谱仪,响应,CE,X射线,LOXIA,能谱,嫦娥,探测器,一号
教学,能力,普通外科,PBL,CBS,教学效果,学生,外科学,启发式,教学方法
治疗,心肌梗死,溶栓,脑卒中,STEAMI,梗死,再发,心绞痛,格雷,患者






DNA,提取,基因组,微量,SSR,方法,柑橘,CTAB,20.0,10.0
斑块,18,粥样,动脉,硬化,IL,表达,对照组,高脂,12





球差,矫正,叠加,视力,人眼,仿真,视觉,光学,系统,适应
adaptive,system,1.8,telescope,127,element,optical,September,2009,resolution
































glucose,composite,HAp,Nafion,film,biosensor,GOD,applied,sensitivity,demonstrate






















MSP,检测,血浆,DNA,甲基化,肺癌,APC,定量,基因,NCI
APC,甲基化,肺癌,血浆,基因,患者,检测,启动子,MSP,DNA
UAP,多态性,对照组,CRP,reaction,1444T,组和,基因,苏皖,统计学
ACS,多态性,KLOTHO,395A,对照组,acute,亚组,AMI,组和,UAP

APC,甲基化,肺部,启动子,基因,肺癌,DNA,诊断,血浆,92
甲基化,APC,NCI,H460,细胞株,肺癌,转录,细胞,启动子,SPC
血清,MTBDNA,18,血浆,结核,患者,体检,阴性,PCR,55
超声,小鼠,心动图,左室,雄性,Balb,湿重,心脏,评定,参数
血浆,甲基化,肺癌,DNA,RASSF1A,104,患者,定量,MSP,基因
PPAR,genotypes,T2DM,gene,controls,genotype,Chinese,Han,population,risk





solar,telescope,system,disk,vector,Solar,operating,Huairou,Observing,Station








应变,块体,显著,华北地区,显著性,GPS,分布,方法,站点,结果表明































PCB,PCBs,Wall,Station,Antarctica,air,sampling,Chinese,range,LRAT












risperidone,Chinese,hydroxy,female,patients,ofrisperidone,prolactin,clinical,pharmacokinetics,active



















背离,句子,单词,N400,整合,句末,知识,诱发,信息,世界
朴素,物理,进化,环境,心理,适应,移情,人类,系统化,社会
模块,认知,心理学,进化,该文,例子,心理,结合,无误,研究者
加工,名词,语义,脑区,任务,激活,认知,19,BA40,BA7
归纳推理,多样性,四种,争议,效应,寻找,迫选法,证据法,优缺点,范式
10,dL,血铅量,儿童,发育,铅含量,绝对,视其为,分界点,流行病学


矿井,供电,分列式,神达栖凤,引自风井,10kV,母线,选型,通风设备,变电所
磁共振,成像,脑肿瘤,日趋完善,局限性,定性,分级,肿瘤,常规,手术
滑阀,自锁,逻辑,活塞,控制,故障,回路,方式,卡诺图,时即
组分,制样,NH4NO3,Li2CO3,ZSX,Primus,X射线,主量,Cr2O3,TFe
测控,无线,系统,系统可靠性,无故障,衡量标准,技术,感知,传输,采集
输尿管,AR,月龄,SD,0.001,表达,大鼠,统计学,2.5,18
抗体,单链,亲合力,实验,学生,亲和力,分子结构,改善,突变,科研
FIB,变形,载体,测量,应力,残余,刻蚀,微观,测试,制作
教学改革,教学,实践,教学管理,课堂教学,土木工程,管理模式,具体措施,问题,施工


























Lie,conserved,quantities,symmetries,mechanico,electrical,systems,method,Noether,discrete






























UCNPs,发光,纳米,NaYF4,转换,水溶性,颗粒,尺寸,光谱测量,吡咯烷酮













DTBZ,major,treatment,products,Dihydrotetrabenazine,pharmacologically,active,form,tetrabenazine,TBZ















amide,hydride,composite,hydrogen,Amide,based,system,potential,meet,onboard



再生,信号,全光,时钟,40,Gb,3R,ps,脉冲,滤波器
















鉴别,饮料,光谱,红外,技术,酒龄,威士忌,清酒,应用,优缺点









电磁阀,喷油,SIP,电流,电控,波形,线圈,大功率,机车,柴油机




















Tibetan,Plateau,AD,temperature,China,mid,eastern,2485,variations,reconstruction
precipitation,analysis,reconstruction,intervals,average,monsoon,tree,ring,width,chronology
AD,1676,1865,1866,2003,夏季,温度,时段,变化,树轮


古生物,化石,三维,足迹,测量,数字化,视场,镜头,野外,接触式













煤质,实时,校正,控制系统,燃料,系数,验证,组态,煤耗,入炉
余热,机组,600,MW,烟气,燃煤,回收,系统,省煤器,节能







biotypes,Cv,biotype,bp,DNA,band,morphological,RAPD,PCR,bright









分离,聚合物,微孔,诱导,制备,热致,致相,规相,分离法,基板

lunar,Chinese,Chang,data,scientific,orbiting,Moon,mission,TB,strategic
abundance,images,iron,model,satellite,Chang,FeO,wt,.%,region
data,correction,ray,time,gamma,maps,series,processing,GRS,CE






































PLA,HA,fibrous,microscopy,SEM,membrane,nanocomposite,morphology,investigated,MC3T3









PAHs,River,water,Daliao,system,phenanthrene,degradation,sediment,naphthalene,anthracene


纳米,湿敏,样品,湿度,LaCoxFe1,xO3,特性,钙钛矿,PEG,DTA
TiO2,Ag,掺杂,5%,纳米,甲醛,灵敏度,晶粒大小,粉体,性能
















变压器,非晶,节能,损耗,合金,电力,决策依据,7%,六县,六区




生长,生长量,年轮,华山松,高浓度,臭氧,树木,直径,臭氧浓度,开顶
paper,principles,structures,reconfiguring,ternary,optical,TOP,implementations,commands,reconfiguration







HSP70,Mtb,表达,蛋白,PQE30,纯化,原核,构建,诱导,质粒
2GP,APS,hr,ICAM1,MCP1,HUVEC,血清,患者,二聚体,孵育
MAGE,小鼠,疫苗,基因,免疫,pcMAGE,细胞,转染,特异性,对照组







黄素,双长,链季,铵盐,抗癌,活性,叔胺,两个,细胞株,NBS

黄素,衍生物,白血病,活性,化合物,叔胺,细胞株,以大,溴代丁二,NBS
