

























观测,流域,系统,试验,模型,综合,水文,地面,重视,集成
地下水位,预测,观测,进行,灌区,黑河,检验,指数,季节性,模型
黑河,管理,流域,污染物,分析,计算,入河,规划,作为,水资源
绿洲,生态,风险,印度,中东,北非,分析,现实,成为,问题
降水量,径流量,民乐县,关系,年际,累加,特征,流域,坝河,月份


地下水,可持续性,研究,关注,管理,特征,系统,关系,影响,全球
民营企业,技术,创新,创新能力,市场,策略,赢得,带来,确立,地位
企业,成长,产业,是否,管理,因素,资料,风格,促进,相关
家族企业,管理,供给,金融资本,突出,能力,存在,现象,文化,瓶颈
创业,社会,模型,过程,研究,理论,分析,提供,机会,阶段
创业投资,资本,资金,激发,本土,进入,社会,发达,领域,民营企业
创业投资,企业,成长,作用,特征,增值,促进,影响,公司,得到
创新,搜寻,研究,进行,梳理,来源,战略,知识,吸收能力,系统
学习,产业,企业,集群,发展,提升,浙江,竞争力,国际,竞争








结肠炎,小肠,检测,氏菌,抗体,标记,结果,纤维,交叉,细菌









水平,血脂,联素,新生儿,质量,血浆,脂联素,脂蛋白,胆固醇,胎龄
干预,护理,时间,胼胝,离断,缄默,综合征,对照组,恢复,患者
管道,发展,技术,建设,分析,管网,方向,科研,方面,工程
功能,前列腺癌,相关,蛋白质,方法,预测,研究,机制,细化,分子
分离,医院,细菌,结果,临床,球菌,大肠,发现,检出率,单胞菌
基因,功能模块,疾病,特征,表达,白血病,数据,关系,异质性,标签

绝缘子,电场,试验,分布,零值,结果,劣化,出现,下降,检测
胶粘剂,复合,质量,分数,透过,折射率,无机,结构,进行,表征
骨料,混凝土,轻质,制备,密度,砂浆,作为,成型,可调,漂珠

































内膜,奶牛,发病,胎衣,生产,不下,结果,年龄,调查,规律
































折扣,数量,合作,作为,价格,促进,手段,机理,歧视,契约
测评,信度,设计,进行,典型,项目,服务质量,企业,问题,零售
用户,提供,满意,门户网站,形成,标准,因素,习惯,网站,不能
测评,满意度,指数,事实,模拟,特征,倾向,发现,具有,体系
银行,分析模型,效率,导致,现象,裁员,存在,运作,管理,资源
竞争力,评价,企业,分析,高度,信息,因子,变量,模型,障碍
指标,成分,分析,考虑,加权,进行,分析法,物流,客观,评价
算法,问题,约束,粒子,可行,优化,收敛,提高,求解,引入
模拟,研究,过程,满意度,方法,相关,使用,理论,指数,选择
基金,负担,经理,管理,投资者,收益率,流动性,出发,管理费,结果
航空公司,损失,超售,建立,质量,函数,补偿,收益,成本,期望







纤维,增加,碎浆,性能,指数,现象,程度,产生,氢键,时间
水质,生物,处理,确定,指示,生化,废水,线虫,纤毛虫,数量
造纸,废水处理,作为,系统,软件,开发,相关,上位,配以,采用
胰岛素,糖尿病,类似物,降低,摄入,使体,药代,总结,减少,结论
糖尿病,治疗,药物,结果,进展,情况,细胞,应用,功能,成为








病例,出现,临床,患者,进行,症状,改变,监测,病理,特征





尺度,复合,复合材料,耦合,发挥,纤维,宏观,力学,有着,分子













心电图,疗程,观察,心脏,改变,治疗,标志物,相应,动态,超声




















突变,插入,性状,小粒,标签,进行,分离,目标,水稻,发现








溶血,毒素,活性,测定,细胞,红细胞,温度,破碎,超声波,时间
序列,基因组,种子,表达,模板,绿豆,基因,生物,进入,发现
营养盐,输入,条藻,肋骨,脉冲,需求,营养,峰值,密度,生长









表达,转化,报告基因,基因,抗性,载体,作为,筛选,序列,得到
序列,基因组,种子,表达,模板,绿豆,基因,生物,进入,发现
改性,黏土,烷基,治理,毒性,筛选,链长,效果,赤潮,斑马鱼



























离子,冰川,分析,来源,海螺沟,物质,差异,化学,方式,系统


鱼腥草,桃苷,分数,槲皮苷,金丝,形态,种源,成分,槲皮,素质




患者,质量,生活,评价,诊断,用药,治疗,得分,方法,量表





植物,生物,发展,技术,相关,识别,保护,数据,生物学,成为
























试验,观测,地面,水文,内容,航空,加密,研究,成像仪,介绍
观测,流域,系统,试验,模型,综合,水文,地面,重视,集成

试验,参数,观测,数据,流域,黑河,反演,应用,综合,水文
观测,试验,寒区,流域,水文,地面,试验区,积雪,微波,研究
















四边形,斑图,行为,采用,时空,介质,放电,动力学,发光,大气压



















































浮床,栽培,试验,骤变,进行,树型,差异,经济,值得,形成

建设,分析,具有,生产,农村,垃圾,进行,资料,历史,采用
地下茎,箭竹,研究,生长,龄级,规律,伸长,样地,基本,凉风
茭白,栽培,土栽,植物,水质,净化,研究,实验,总重,吸收能力
清江,流域,生活,污水,水体,进行,污染,状况,经济,搜集






















低氧,呼吸,急性,注射,微量,观察,方法,受体,通气,吸入










热处理,覆层,碳化物,组织,基体,技术,圆柱,达到,熔覆,试棒




























































化合物,进行,基态,优化,光致发光,光谱,表征,分子结构,荧光,可见








































































































研究,大熊猫,领衔,昆明,深圳,基地,中国,研究院,中心,刊登











芝麻油,分析,方法,电子鼻,进行,掺假,葵花籽,识别,掺入,结果表明

结球莴苣,结果表明,分数,组织,活性,组合,气体,具有,导致,变化
酵母,拮抗,喷施,减少,采前,影响,草莓,硬度,灰霉病,结果表明

模型,建立,生长,温度,进行,影响,结球莴苣,选用,拟合,时间















































合金,磁性,作用,耦合,条带,交换,相间,熔体,淬法,制备
非晶,合金,热稳定性,强度,能力,磁性,形成,结构,制备,磁强计







再生,利用,城市,深圳特区,政策,数据,深圳市,园林,角度,影响





胚胎,纤维细胞,培养,饲养,分离,处理,生物学,特性,干细胞,复苏










小鼠,转基因,水平,子代,增高,获得,建立,角蛋白,输卵管,方法
小鼠,腹腔,葡萄球菌,金黄色,转基因,检测,阴性,感染,角蛋白,抗体
皮肤,治疗,特征,进行,结果,脉冲,测试,检测,评价,定量





































表达,蝌蚪,激素,干扰,对照组,作用,具有,效应,表明,胚胎
河道,水质,综合,整治,强化,方案,净化,水体,调活,治理
降解,偶氮,染料,分析,变化,黄孢,原毛,脱色,特性,水质
关系,含量,消耗,厌氧池,生成,合成,进水,系统,培养,监测


密度,植物,净化,叶片,含量,变化,活性,栽植,积累,去除率
领域,定位,研究,作物,系统,农业,影响,施肥,运用,分析法




宿主,肠道,进化,影响,具有,刺激,提供,发育,形成,物质









乳液,乳化,织物,乳化剂,采用,研究,粒径,表面,条件,复合






















拓扑,方法,规则,关联性,变电站,能力,元件,提高,辨识,算例

种植,密度,行距,水分,产量,配置,开花,条件,宽幅,群体















































算法,抑制,旁瓣,载波,加权,采取,参与,减少,信息,传递
信号,分离,分析,独立,算法,提出,方法,跳变,系统,扩频通信
算法,估计,实现,边带,方法,信息,计算,速度,收敛,具有
相位,载波,解调,估计,联合,实现,存在,算法,信号,能够
原型,设计,滤波,调制,掩蔽,优化,算法,需求,时域,大子

信号,分离,天线,分布式,方法,接收,混合,盲源,模型,提出

调制,信号,特征,需要,数字通信,符号,具有,谱线,进行,理论


































报告基因,表达,缺失,分析,细胞,发现,前列腺,阻止,转染,诱导
















规则,算法,挖掘,问题,隶属,数值,解决,增量,蕴涵,数据库

姿态,目标,吊挂,空间,模型,调整,得到,建立,求解,方程组

运行,模式,算法,数据,典型,挖掘,历史,归并,建立,机组



荷载,轻钢,爆炸,温度,峰值,作用,高温,分析,材料,数值


射孔,生成,开孔,毛刺,盲孔,边缘,射流,研究,管壁,过程












































疫苗,抗体,肠毒素,腹泻,利用,激发,单位,实验,层析,交换


















































网格,理论,有限元,定义,类型,分析,数值,验证,实验,证明
采用,瀑布,验证,证明,理论,方法,作为,梯度,共轭,试验


















资本,技术,增长,经济,研究,设备,体现,命题,判断,提出
政策,宏观经济,出现,改革,制度,作用,特征,波动,发生,经济体制
税收,增长,作用,因素,中国,分税制,间接税,具有,纳税人,放大
税收,增长,作用,因素,中国,分税制,间接税,具有,纳税人,放大
经济,金融,总体,冲击,影响,汇率,不利于,机制,有助于,人民币
具有,生产,货币政策,财政政策,模拟,数值,政府,分析,性支出,特征
经济,动态,国家,增长,经济波动,金融,波动,工业化,发达,影响
增长,经济,规则,政府,债务,财政,规模,物质,资本,投资
财政,分权,改革,能力,自给,作用,解困,增强,结构,治理
财政政策,效应,经济,财政支出,作用,货币政策,实现,债务,波动,机理
市场,作用,干预,运行,法律,决定性,财政,政府,制度,正义












































种子,幼苗,含量,棕色,离子,地碱,黑色,起到,可能,群落










































表达,组织,病理,患者,方法,发挥,发生,肿瘤,临床,应用


细胞,放线菌素,改变,蛋白,生长,表达,结果,研究,方法,实验






































肺癌,干细胞,通路,增殖,蛋白质,抑制,路径,方面,旨在,关键







































进行,活性,得到,脂氧合酶,抑制,分析,数据,纯化,分离,结构
筛选,活性,进行,菌株,结构,分离,产物,阳性,水平,化合物















气候,研究,影响,变化,全球,技术,土地利用,过程,尺度,耦合













混合,稳定性,评价,试验,方法,要求,选取,受力,沥青路面,功能







纤维,增加,拉伸,大分子,骨架,立体,研究,结构,聚丙烯腈,凝固






电极,修饰,电流,浓度,采用,时间,表现,响应,电解质,系数
尿酸,脉冲,微分,伏安,测定,氧化,玻碳,电极,活化,技术









































精神障碍,西藏,调查,患病率,手册,诊断,方法,检查,政府,流行病学









编写,融合,国际,创新,教材,工程,原理,出新,内容,食品







凋落,分解,元素,释放,供应,龄级,研究,取样,分析,人工林
母树,含量,土壤,养分,高产,叶片,低产,元素,产量,施肥
水稻,施肥,产量,增产,下降,措施,变化,效果,地力,气候
生物量,增加,现存,分解,地被,采用,植被,样方,呈现,小于
矿化,沉降,活性,土壤,土壤有机,有机,土层,过氧化物,影响,糖苷酶
土壤,阔叶树,套种,混交林,酸度,含量,程度,形成,增加,活性
人工林,桉树,年龄,贮量,碳库,过程,影响,增加,序列,研究
养分,增加,林地,循环,归还,贮量,进行,闽南,趋势,林分
水稻,产量,增加,水平,沉降,促进作用,籽粒,早稻,结果表明,品种
南昌,分析,经济,发展,指标,环境,生态,系统,能值,进行
凋落,进行,观测,气象,落果,增加,相应,因子,碎屑,变化
























水稻,需水量,灌溉,作物,统计,发量,流域,区域,参考,单季






























































造山,复合,研究,中国,中央,大陆,山带,动力学,板块,过程


























细胞,胶质瘤,干涉,基因,侵袭,载体,水平,迁移,表达,试验








等离子体,实验,激光,结构,速度,磁场,产生,地磁,磁重,尾重




















































研究,衰减,距离,设计,信息流,对象,进行,网络,理论,信息
绿化,景观,旅游,研究,景观设计,设计模式,原则,线路,效果,取得
产业,生态,网络理论,集群,区位商,计算,行业,阐释,石家庄市,区域
区域,经济,研究,地理,发展,继承,经历,传统,建立,阶段
模式,开发,旅游,建设,农村,居民点,研究,舍饲,道路,庭院
产业,发展,集群,生态,空间,定位,系统,链网,关系,现状
文化,研究,旅游,地理学,理论,得到,方面,认为,趋向,上能
景观,植物,要素,设计,景观设计,组成,公园,方式,园路,树种
服务,功能,生态,价值,气候调节,陆地,水生,介于,生产,休闲
网站,距离,访问者,衰减,特征,旅游,分布,空间,信息流,具有
产业,集群,学者,研究,集聚,网络,理论,企业,角度,分工























































细胞,探针,结合,抗体,特异性,制备,表达,分析,量子,证实































检测,方案,不可,数字,水印,嵌入,定义,评估,设计,系统
文本,检测,信息,隐藏,算法,意义,逆向,探讨,特性,技术
感染,急性,中性,细菌性,粒细胞,单核细胞,水平,病毒性,表达,检测




















信号,分解,进行,方法,识别,神经网络,声波,提高,泄漏,波包
成像,合成孔径,超声,方法,实验,进行,建立,数学模型,辐射,理论
检测,缺陷,缸体,发动机,内腔,腐蚀,超声,数据,相控阵,改进

机器人,翻转,行走,进行,功能,思想,炉膛,设计,结构设计,原理
管道,系统,扰动,信号,光纤,使用,预警系统,纤芯,得到,相位


美托,嘧啶,右旋,患者,时间,联合,检查,肢体,应用,血压





修饰,复合材料,表明,树状,表征,分散性,分子,溶剂,数据,接枝


规划,模型,算法,促进,优化,综合,求解,考虑,用电量,建立
工业,优化,储能,电网,特性,负荷,配置,系统,运行,目标
发电,优化,功率,柴油机,调度,典型,目标,分析,模型,风力
电网,渗透率,接入,优化,考虑,配置,方法,运行,系统,提供
电网,用户,技术,运行,供电,方法,模式,基础,结构,经济评价
电网,主体,运营商,用户,交易,有利于,经济,分析,合作,进行
优化,用户,负荷,运行,模型,电网,可控,作为,温度,策略
预测,电网,模型,模态,函数,用户,负荷,参数,实现,经验













灌溉,需水量,农业,农田,经济,条件,预测,基础,水资源,区域



















滑模,观测器,转速,位置,终端,转子,精度,消除,反电动势,估计值
耦合,方法,机器人,原因,存在,输出,传感器,应用,结构,操作
估计,状态,电池,空间,算法,条件,实现,方程组,建立,试验
实现,执行,进程,信息,无关,平台,技术,侵害,策略,计算资源





计算,服务,工厂,技术,现场,已有,建立,操作,虚拟,模拟
系统,控制器,动态,建模,设计,适应控制,工况,实际,性能,模型
算法,提升,极值,进行,优化,损失,目标,存档,操作,种群
计算,龄期,方案,对比,分析,考虑,底板,施工,采用,应力
过程,监控,方法,工况,模型,数据,聚类,利用,适应,指标
工厂,计算,平台,虚拟,架构,弹性,伸缩,部署,易于,扩展
模型,气化炉,温度,数据,测量,水煤浆,运行,冲刷,高压,气固
脱氢,乙苯,生产,过程,催化,数据,实际,模型,改进,径向
反应,加氢,反应器,过程,压力,响应,动态,控制,工业,进行
氧化,系统,反应,尾气,工艺,模型,流股,应用,获得,工业































禽流感,基因,病毒,亚型,分离,特异性,进行,鉴定,调查,测序
分析,序列,等位基因,质粒,获得,基因,病毒,具有,载体,禽流感









治疗,增加,医疗,发生,提高,成本,肝功能,代偿,疗效,加大
治疗,增加,发生,提高,肝功能,代偿,缩短,疗程,疗效,加大




操纵,防止,策略性,给出,概念,性质,社会福利,局部,函数,响应

投资,破产,投资者,风险,消费,组合,问题,模型,不能,财富
模型,研究,风险,资产,均值,方法,边界,方差,利用,包含








城市,发展,城市规划,空间,规律,活动,决策,城市形象,方向,显示

区位,功能,选择,阶段,商务,商贸,处于,热点问题,分散,建设
研究,空间结构,生产者,服务业,系统,启示,回顾,框架,过程,机制

发展,城市,城市规划,产生,青岛,中国,意义,实践,学术,价值

















侧脑室,发病,脑梗死,放射,纤维,皮质,排列,梗死,相应,探讨





网络,包括,结合,系统,问题,可能,深入,研究,分析,信息
粒子,控制,运动,横向,半径,方根,进行,了强,增益,因子

控制,区域,信息,局部,分布,实施,控制器,方法,探测,定点
模拟,研究,模型,运用,表明,消除,进行,提出,控制器,控制策略

函数,性能,量子,研究,网络系统,系统,局域,模型,参量,利用






大鼠,提取物,模型,质量,疗效,糖水,方法,增加,旷场,肝郁
大鼠,表达,模型,蛋白,治疗,神经,糖水,移动,甾体,精制
大鼠,受体,应激,蛋白,海马,束缚,作用,杏仁核,相关,脾虚
治疗,凋亡,淋巴细胞,患者,外周血,情绪,状态,高于,过程,细胞
大鼠,模型,肝郁,脾虚,变化,应激,束缚,治疗,体重,表征

温阳,检测,应激,行为,方法,作用,社会,击败,决择,变化
